"Denard Span","Yunel Escobar","Bryce Harper","Anthony Rendon","Wilson Ramos","Ian Desmond","Tyler Moore","Michael Taylor","Jordan Zimmermann"
"Jordan Zimmermann","Aaron Barrett","Drew Storen"
"Felipe Rivero","Taylor Hill","Matt Thornton","Rafael Martin","Casey Janssen"
