#P,PAge,RA/G,W,L,W-L%,ERA,G,GS,GF,CG,tSho,cSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB
528,28.9,4.17,703,703,.500,3.89,1406,1406,1384,22,,,380,12528.2,11982,5870,5412,1328,4098,291,10639,462,42,522,52915,102,3.89,1.283,8.6,1.0,2.9,7.6,2.60,9460
