"Dexter Fowler","Anthony Rizzo","Kris Bryant","Miguel Montero","Chris Coghlan","Starlin Castro","Chris Denorfia","Kyle Hendricks","Jonathan Herrera"
"Kyle Hendricks","Pedro Strop","Hector Rondon"
"Justin Grimm","Gonzalez Germen","Phil Coke","Jason Motte","Zac Rosscup","Travis Wood","Brian Schlitter"
